id,pedido_id,produto_id,cliente_id,nota,comentario,data_avaliacao,tem_comentario,sentimento
1027,14739,151,2957,4,"Qualidade ótima, recomendo.",2023-07-27,True,positivo
1028,3507,77,474,2,Qualidade abaixo do esperado.,2023-12-22,True,negativo
1029,12746,133,122,4,,2024-03-19,False,positivo
1030,11026,164,2914,4,Entrega rápida e produto conforme descrito.,2024-07-27,True,positivo
1031,4371,103,383,5,Superou minhas expectativas!,2023-07-13,True,positivo
1032,1416,192,1562,5,Muito satisfeito com a compra.,2023-05-18,True,positivo
1033,6417,121,2121,5,Muito satisfeito com a compra.,2024-12-18,True,positivo
1034,4940,189,2080,2,"Não recomendo, péssima experiência.",2023-10-24,True,negativo
1035,4235,87,1466,4,Entrega rápida e produto conforme descrito.,2023-08-24,True,positivo
1036,10450,194,955,3,"Nada de especial, mas funciona.",2023-03-07,True,neutro
1037,3978,68,309,3,"Nada de especial, mas funciona.",2023-04-09,True,neutro
1038,3161,24,1123,1,Veio diferente do anunciado.,2023-11-17,True,negativo
1039,7765,73,1867,3,"Entrega no prazo, produto regular.",2023-11-20,True,neutro
1040,10463,136,1716,5,Superou minhas expectativas!,2023-07-12,True,positivo
1041,2029,172,703,4,"Qualidade ótima, recomendo.",2023-08-30,True,positivo
1042,360,124,2273,1,Produto veio com defeito.,2024-08-23,True,negativo
1043,10471,94,914,3,,2023-08-06,False,neutro
1044,12385,79,2569,1,Qualidade abaixo do esperado.,2023-04-24,True,negativo
1045,9729,105,1847,5,Muito satisfeito com a compra.,2023-08-26,True,positivo
1046,9702,137,2792,4,"Produto excelente, chegou antes do prazo!",2023-04-09,True,positivo
1047,13769,94,1689,5,Superou minhas expectativas!,2023-09-08,True,positivo
1048,12503,149,519,5,Muito satisfeito com a compra.,2023-07-09,True,positivo
1049,8411,185,2003,1,,2024-02-15,False,negativo
1050,4483,142,2385,5,"Qualidade ótima, recomendo.",2024-12-02,True,positivo
1051,7735,94,2410,1,"Não recomendo, péssima experiência.",2023-11-16,True,negativo
1052,11416,37,2350,4,"Qualidade ótima, recomendo.",2024-10-29,True,positivo
1053,10575,49,1950,1,"Não recomendo, péssima experiência.",2023-12-14,True,negativo
1054,1438,91,2067,5,Muito satisfeito com a compra.,2023-02-04,True,positivo
1055,9188,142,1487,4,"Produto excelente, chegou antes do prazo!",2024-02-13,True,positivo
1056,11847,128,2768,5,,2024-06-07,False,positivo
1057,5398,149,1480,1,"Não recomendo, péssima experiência.",2023-05-18,True,negativo
1058,4465,85,2868,5,,2023-03-17,False,positivo
1059,8685,48,131,4,Entrega rápida e produto conforme descrito.,2023-02-24,True,positivo
1060,11523,110,1276,5,"Produto excelente, chegou antes do prazo!",2023-11-27,True,positivo
1061,9004,16,2695,4,Superou minhas expectativas!,2024-05-27,True,positivo
1062,6541,16,1473,3,"Produto ok, dentro do esperado.",2023-02-01,True,neutro
1063,10260,186,8,2,Qualidade abaixo do esperado.,2023-03-02,True,negativo
1064,8763,91,2172,5,"Produto excelente, chegou antes do prazo!",2023-05-21,True,positivo
1065,10646,185,1480,4,Superou minhas expectativas!,2024-10-04,True,positivo
1066,6858,144,2830,5,"Qualidade ótima, recomendo.",2024-01-27,True,positivo
1067,1806,12,243,2,Demorou muito para chegar.,2024-09-17,True,negativo
1068,7809,45,609,4,Superou minhas expectativas!,2023-07-28,True,positivo
1069,6140,144,1156,3,"Produto ok, dentro do esperado.",2024-06-09,True,neutro
1070,2832,61,1520,5,Entrega rápida e produto conforme descrito.,2023-02-08,True,positivo
1071,8665,102,578,3,"Entrega no prazo, produto regular.",2024-08-13,True,neutro
1072,9784,197,2328,4,,2024-12-02,False,positivo
1073,8332,115,1185,5,"Produto excelente, chegou antes do prazo!",2024-06-01,True,positivo
1074,3296,70,1384,3,"Produto ok, dentro do esperado.",2023-02-13,True,neutro
1075,10664,34,589,4,,2024-12-08,False,positivo
1076,6754,58,2027,5,Superou minhas expectativas!,2024-05-31,True,positivo
1077,10584,38,2731,4,Entrega rápida e produto conforme descrito.,2024-05-10,True,positivo
1078,3936,194,624,5,Muito satisfeito com a compra.,2023-12-20,True,positivo
1079,10919,172,553,5,Muito satisfeito com a compra.,2023-04-16,True,positivo
1080,5589,190,496,3,,2024-09-21,False,neutro
1081,4754,67,469,3,"Entrega no prazo, produto regular.",2024-05-04,True,neutro
1082,8157,107,620,5,Entrega rápida e produto conforme descrito.,2024-11-28,True,positivo
1083,14199,188,1757,4,Entrega rápida e produto conforme descrito.,2023-08-20,True,positivo
1084,8054,54,1710,3,"Produto ok, dentro do esperado.",2023-12-23,True,neutro
1085,3670,136,2837,5,,2024-12-13,False,positivo
1086,11998,51,2854,2,,2024-02-13,False,negativo
1087,840,116,525,3,"Produto ok, dentro do esperado.",2024-08-28,True,neutro
1088,1506,100,996,5,Superou minhas expectativas!,2024-09-20,True,positivo
1089,3197,51,2204,4,"Qualidade ótima, recomendo.",2023-07-02,True,positivo
1090,11200,64,90,3,,2023-12-25,False,neutro
1091,3644,185,485,5,,2023-03-17,False,positivo
1092,4725,153,2886,3,,2023-06-30,False,neutro
1093,13901,141,1741,4,"Qualidade ótima, recomendo.",2024-04-27,True,positivo
1094,10000,118,1727,3,"Nada de especial, mas funciona.",2024-06-08,True,neutro
1095,8879,76,451,5,Entrega rápida e produto conforme descrito.,2024-12-19,True,positivo
1096,14363,1,2001,2,"Não recomendo, péssima experiência.",2023-12-28,True,negativo
1097,8460,10,1478,1,Demorou muito para chegar.,2023-03-29,True,negativo
1098,13304,112,2308,5,"Qualidade ótima, recomendo.",2023-12-03,True,positivo
1099,11323,170,182,3,"Produto ok, dentro do esperado.",2023-08-22,True,neutro
1100,9943,98,451,2,Demorou muito para chegar.,2024-05-12,True,negativo
1101,10061,5,356,4,Entrega rápida e produto conforme descrito.,2023-07-31,True,positivo
1102,2861,167,1618,5,"Produto excelente, chegou antes do prazo!",2024-04-23,True,positivo
1103,7526,153,1642,5,Muito satisfeito com a compra.,2023-12-17,True,positivo
1104,5043,81,1249,5,"Qualidade ótima, recomendo.",2024-03-26,True,positivo
1105,13873,121,2605,4,Muito satisfeito com a compra.,2023-01-28,True,positivo
1106,5794,104,1744,5,"Qualidade ótima, recomendo.",2023-12-27,True,positivo
1107,10075,70,2817,5,"Qualidade ótima, recomendo.",2024-03-13,True,positivo
1108,1741,113,613,5,Muito satisfeito com a compra.,2024-09-25,True,positivo
1109,348,191,2373,1,Produto veio com defeito.,2023-12-29,True,negativo
1110,1964,26,1619,3,,2024-08-01,False,neutro
1111,2411,163,446,5,"Produto excelente, chegou antes do prazo!",2024-01-15,True,positivo
1112,12258,84,1267,3,"Produto ok, dentro do esperado.",2023-06-05,True,neutro
1113,11548,22,685,2,"Não recomendo, péssima experiência.",2023-10-11,True,negativo
1114,530,180,1589,5,Superou minhas expectativas!,2023-07-07,True,positivo
1115,10661,185,2857,4,Entrega rápida e produto conforme descrito.,2024-11-24,True,positivo
1116,6546,27,2678,4,Superou minhas expectativas!,2023-01-10,True,positivo
1117,9898,4,696,3,"Nada de especial, mas funciona.",2023-11-25,True,neutro
1118,5464,175,1304,5,Entrega rápida e produto conforme descrito.,2024-11-30,True,positivo
1119,9824,149,1945,4,"Produto excelente, chegou antes do prazo!",2023-06-10,True,positivo
1120,2985,28,628,1,"Não recomendo, péssima experiência.",2023-12-28,True,negativo
1121,13471,56,1965,4,Muito satisfeito com a compra.,2023-09-12,True,positivo
1122,2435,103,2152,5,"Qualidade ótima, recomendo.",2024-06-13,True,positivo
1123,7909,17,16,1,Veio diferente do anunciado.,2024-05-25,True,negativo
1124,14869,71,684,5,,2023-12-18,False,positivo
1125,11935,198,927,1,Demorou muito para chegar.,2024-04-28,True,negativo
1126,3510,78,1911,3,,2024-12-25,False,neutro
1127,9209,175,1731,4,,2024-04-25,False,positivo
1128,14555,61,2017,2,Demorou muito para chegar.,2024-07-03,True,negativo
1129,10565,78,2392,5,"Qualidade ótima, recomendo.",2023-11-06,True,positivo
1130,4194,148,1903,5,"Qualidade ótima, recomendo.",2024-09-21,True,positivo
1131,8155,19,2179,1,,2024-08-12,False,negativo
1132,6924,81,769,5,"Qualidade ótima, recomendo.",2024-05-15,True,positivo
1133,14836,155,2808,1,,2024-09-14,False,negativo
1134,12870,68,907,1,"Não recomendo, péssima experiência.",2023-03-07,True,negativo
1135,14902,127,1581,4,Superou minhas expectativas!,2024-10-02,True,positivo
1136,6628,136,1218,4,"Produto excelente, chegou antes do prazo!",2023-11-13,True,positivo
1137,8221,30,2676,2,,2024-10-26,False,negativo
1138,1800,103,2204,4,,2024-09-03,False,positivo
1139,11315,108,1881,3,"Entrega no prazo, produto regular.",2024-01-21,True,neutro
1140,10270,147,822,5,,2023-12-01,False,positivo
1141,4071,4,368,3,,2024-12-25,False,neutro
1142,14757,95,160,1,Qualidade abaixo do esperado.,2024-08-25,True,negativo
1143,7637,85,2752,5,,2024-09-21,False,positivo
1144,9543,194,2437,3,"Entrega no prazo, produto regular.",2023-09-29,True,neutro
1145,9100,115,1907,4,"Produto excelente, chegou antes do prazo!",2024-02-18,True,positivo
1146,2665,78,1631,5,Superou minhas expectativas!,2024-03-24,True,positivo
1147,3586,49,2912,3,"Entrega no prazo, produto regular.",2023-07-10,True,neutro
1148,4233,177,2554,1,Veio diferente do anunciado.,2024-07-19,True,negativo
1149,12291,155,1316,1,Demorou muito para chegar.,2023-04-30,True,negativo
1150,1835,168,1042,5,"Produto excelente, chegou antes do prazo!",2023-12-17,True,positivo
1151,8058,163,59,4,,2023-08-19,False,positivo
1152,1038,88,838,5,Muito satisfeito com a compra.,2023-05-15,True,positivo
1153,12005,40,749,2,Produto veio com defeito.,2023-06-24,True,negativo
1154,3539,180,631,4,Entrega rápida e produto conforme descrito.,2023-11-26,True,positivo
1155,8140,57,2483,5,"Qualidade ótima, recomendo.",2023-08-24,True,positivo
1156,10645,40,512,2,"Não recomendo, péssima experiência.",2023-08-26,True,negativo
1157,10399,159,2692,5,Entrega rápida e produto conforme descrito.,2024-08-15,True,positivo
1158,7406,19,47,1,Qualidade abaixo do esperado.,2023-07-20,True,negativo
1159,3480,15,2322,5,,2023-12-14,False,positivo
1160,5494,27,2839,3,,2023-11-09,False,neutro
1161,3661,156,2792,2,Demorou muito para chegar.,2023-11-25,True,negativo
1162,6983,86,1683,3,,2024-07-04,False,neutro
1163,2689,57,1018,4,"Qualidade ótima, recomendo.",2023-08-16,True,positivo
1164,13079,168,1893,5,Superou minhas expectativas!,2023-11-12,True,positivo
1165,1982,117,2130,3,"Nada de especial, mas funciona.",2024-06-13,True,neutro
1166,3085,153,1680,4,Entrega rápida e produto conforme descrito.,2024-12-20,True,positivo
1167,9229,59,135,4,Superou minhas expectativas!,2023-11-17,True,positivo
1168,7859,185,2552,5,,2023-12-23,False,positivo
1169,14685,32,2741,5,"Qualidade ótima, recomendo.",2023-03-27,True,positivo
1170,8581,35,269,4,"Produto excelente, chegou antes do prazo!",2024-03-31,True,positivo
1171,4126,27,161,4,"Qualidade ótima, recomendo.",2024-06-01,True,positivo
1172,11898,45,1151,1,Qualidade abaixo do esperado.,2024-01-17,True,negativo
1173,1208,109,683,3,"Entrega no prazo, produto regular.",2023-07-28,True,neutro
1174,415,110,528,5,,2023-06-28,False,positivo
1175,11774,176,405,4,Muito satisfeito com a compra.,2023-10-13,True,positivo
1176,11437,67,1032,2,Demorou muito para chegar.,2023-11-27,True,negativo
1177,14655,184,1218,5,,2023-05-21,False,positivo
1178,3040,179,1440,5,Muito satisfeito com a compra.,2024-02-14,True,positivo
1179,8161,166,1409,4,"Produto excelente, chegou antes do prazo!",2023-07-17,True,positivo
1180,2475,84,740,4,"Produto excelente, chegou antes do prazo!",2024-02-17,True,positivo
1181,5037,14,1741,5,"Qualidade ótima, recomendo.",2024-04-04,True,positivo
1182,7458,88,2862,5,Muito satisfeito com a compra.,2023-12-09,True,positivo
1183,1150,4,2264,1,Qualidade abaixo do esperado.,2024-01-18,True,negativo
1184,14315,18,836,4,"Qualidade ótima, recomendo.",2024-08-26,True,positivo
1185,5242,138,923,4,Superou minhas expectativas!,2023-04-07,True,positivo
1186,14440,167,2410,4,"Qualidade ótima, recomendo.",2023-01-28,True,positivo
1187,10174,6,1100,3,,2023-10-10,False,neutro
1188,11400,192,465,3,"Entrega no prazo, produto regular.",2024-01-04,True,neutro
1189,14677,14,1658,5,Muito satisfeito com a compra.,2024-09-29,True,positivo
1190,2102,97,2292,3,"Produto ok, dentro do esperado.",2023-04-20,True,neutro
1191,704,147,219,5,Muito satisfeito com a compra.,2024-05-28,True,positivo
1192,11895,143,1312,2,Produto veio com defeito.,2024-12-26,True,negativo
1193,3511,195,753,1,Veio diferente do anunciado.,2024-12-03,True,negativo
1194,9461,126,2027,1,Produto veio com defeito.,2024-04-23,True,negativo
1195,8077,154,130,2,Veio diferente do anunciado.,2024-01-18,True,negativo
1196,3633,21,800,5,,2024-03-13,False,positivo
1197,6681,197,2340,4,,2024-09-07,False,positivo
1198,6746,79,2980,2,Veio diferente do anunciado.,2024-10-18,True,negativo
1199,3269,196,2175,4,"Produto excelente, chegou antes do prazo!",2023-05-29,True,positivo
1200,6015,92,2229,3,"Nada de especial, mas funciona.",2024-10-05,True,neutro
1201,13115,171,2882,2,Veio diferente do anunciado.,2023-03-23,True,negativo
1202,14466,146,1329,5,Entrega rápida e produto conforme descrito.,2023-04-22,True,positivo
1203,9535,72,278,5,Entrega rápida e produto conforme descrito.,2024-12-30,True,positivo
1204,8676,73,2375,4,Superou minhas expectativas!,2024-11-07,True,positivo
1205,5868,9,774,5,Entrega rápida e produto conforme descrito.,2024-07-29,True,positivo
1206,9090,67,2988,2,"Não recomendo, péssima experiência.",2024-05-22,True,negativo
1207,11708,112,537,5,Entrega rápida e produto conforme descrito.,2023-01-18,True,positivo
1208,8153,72,1245,5,"Qualidade ótima, recomendo.",2023-07-08,True,positivo
1209,12233,28,2142,2,Demorou muito para chegar.,2023-06-07,True,negativo
1210,5746,25,1779,3,"Entrega no prazo, produto regular.",2024-05-09,True,neutro
1211,13259,78,751,5,"Produto excelente, chegou antes do prazo!",2023-07-14,True,positivo
1212,2958,67,2767,3,,2023-12-11,False,neutro
1213,3919,78,2801,5,Muito satisfeito com a compra.,2023-08-29,True,positivo
1214,2817,57,2840,5,,2023-11-18,False,positivo
1215,12710,95,909,2,"Não recomendo, péssima experiência.",2024-07-21,True,negativo
1216,2306,125,2303,5,,2024-05-28,False,positivo
1217,6980,11,1086,2,Veio diferente do anunciado.,2024-02-24,True,negativo
1218,13868,10,1261,3,"Entrega no prazo, produto regular.",2023-10-03,True,neutro
1219,364,84,894,3,"Produto ok, dentro do esperado.",2024-01-01,True,neutro
1220,6308,24,279,1,Demorou muito para chegar.,2024-05-18,True,negativo
1221,12504,18,518,2,Veio diferente do anunciado.,2023-05-26,True,negativo
1222,9126,61,955,4,,2023-12-29,False,positivo
1223,8032,126,2223,1,Demorou muito para chegar.,2023-04-13,True,negativo
1224,5812,193,1947,4,"Produto excelente, chegou antes do prazo!",2023-11-30,True,positivo
1225,4221,106,2449,1,"Não recomendo, péssima experiência.",2023-12-02,True,negativo
1226,9579,13,1332,5,"Produto excelente, chegou antes do prazo!",2024-01-18,True,positivo
1227,10212,66,2162,4,,2023-10-26,False,positivo
1228,14497,165,1836,4,"Qualidade ótima, recomendo.",2023-11-15,True,positivo
1229,5468,120,117,3,,2023-06-22,False,neutro
1230,2561,30,2824,1,Veio diferente do anunciado.,2023-12-29,True,negativo
1231,13414,12,722,5,"Produto excelente, chegou antes do prazo!",2023-10-28,True,positivo
1232,14670,111,850,4,"Qualidade ótima, recomendo.",2024-05-07,True,positivo
1233,682,98,2202,2,Qualidade abaixo do esperado.,2024-12-09,True,negativo
1234,8252,146,127,5,Entrega rápida e produto conforme descrito.,2023-12-31,True,positivo
1235,6490,149,2474,4,Muito satisfeito com a compra.,2023-08-10,True,positivo
1236,6296,84,662,3,"Nada de especial, mas funciona.",2024-09-18,True,neutro
1237,10709,108,1351,3,,2023-07-12,False,neutro
1238,13353,186,1453,5,"Produto excelente, chegou antes do prazo!",2024-10-04,True,positivo
1239,9718,128,306,4,,2024-02-12,False,positivo
1240,3013,77,2311,4,,2023-05-08,False,positivo
1241,5816,166,39,5,"Qualidade ótima, recomendo.",2024-11-27,True,positivo
1242,3323,156,528,2,Produto veio com defeito.,2024-01-15,True,negativo
1243,7493,56,2153,3,"Entrega no prazo, produto regular.",2023-06-15,True,neutro
1244,12097,59,349,4,Superou minhas expectativas!,2024-10-07,True,positivo
1245,370,175,1845,1,Veio diferente do anunciado.,2024-07-12,True,negativo
1246,2857,69,78,4,Entrega rápida e produto conforme descrito.,2024-08-27,True,positivo
1247,2252,131,1925,3,"Nada de especial, mas funciona.",2023-07-21,True,neutro
1248,8849,91,749,4,"Produto excelente, chegou antes do prazo!",2023-12-01,True,positivo
1249,14657,7,2227,3,"Produto ok, dentro do esperado.",2023-11-26,True,neutro
1250,451,195,2716,1,Demorou muito para chegar.,2023-02-20,True,negativo
1251,3806,76,1985,3,"Produto ok, dentro do esperado.",2024-01-11,True,neutro
1252,13394,60,393,3,"Nada de especial, mas funciona.",2023-12-18,True,neutro
1253,8490,76,2770,4,Superou minhas expectativas!,2023-11-23,True,positivo
1254,4177,57,2670,5,"Produto excelente, chegou antes do prazo!",2023-06-05,True,positivo
1255,14977,76,2077,5,Superou minhas expectativas!,2023-06-28,True,positivo
1256,1269,5,702,2,Demorou muito para chegar.,2024-08-16,True,negativo
1257,11036,102,86,3,"Entrega no prazo, produto regular.",2023-12-14,True,neutro
1258,2807,88,138,2,Produto veio com defeito.,2024-03-04,True,negativo
1259,5117,75,2079,3,"Produto ok, dentro do esperado.",2024-04-01,True,neutro
1260,12319,123,1020,1,Produto veio com defeito.,2024-10-08,True,negativo
1261,9374,66,1555,5,Superou minhas expectativas!,2023-12-30,True,positivo
1262,8087,139,1440,5,"Qualidade ótima, recomendo.",2024-12-15,True,positivo
1263,918,3,1980,3,,2024-05-18,False,neutro
1264,783,185,615,5,Superou minhas expectativas!,2023-12-23,True,positivo
1265,8700,76,1370,4,Entrega rápida e produto conforme descrito.,2024-10-02,True,positivo
1266,3168,142,1258,5,"Qualidade ótima, recomendo.",2024-07-09,True,positivo
1267,14061,184,2718,1,,2023-12-08,False,negativo
1268,10405,84,2776,5,,2024-12-21,False,positivo
1269,5822,123,739,4,"Produto excelente, chegou antes do prazo!",2024-10-31,True,positivo
1270,10095,148,84,5,"Qualidade ótima, recomendo.",2024-01-11,True,positivo
1271,5744,90,278,2,Demorou muito para chegar.,2024-06-05,True,negativo
1272,4496,138,2224,4,,2023-09-11,False,positivo
1273,14945,159,2982,1,Qualidade abaixo do esperado.,2024-12-25,True,negativo
1274,8667,28,1432,2,"Não recomendo, péssima experiência.",2024-03-06,True,negativo
1275,10555,42,2660,2,Veio diferente do anunciado.,2023-11-17,True,negativo
1276,13861,75,1679,2,"Não recomendo, péssima experiência.",2023-12-02,True,negativo
1277,1142,26,1703,4,"Produto excelente, chegou antes do prazo!",2023-09-22,True,positivo
1278,2399,2,2087,2,Veio diferente do anunciado.,2024-05-16,True,negativo
1279,1116,117,417,5,"Produto excelente, chegou antes do prazo!",2024-09-26,True,positivo
1280,12386,120,7,3,"Nada de especial, mas funciona.",2023-01-20,True,neutro
1281,4490,163,2069,5,"Qualidade ótima, recomendo.",2024-01-14,True,positivo
1282,7424,126,1098,1,"Não recomendo, péssima experiência.",2023-05-06,True,negativo
1283,3606,86,319,5,,2024-11-02,False,positivo
1284,816,97,753,5,Superou minhas expectativas!,2023-05-04,True,positivo
1285,3920,131,762,1,Produto veio com defeito.,2023-03-19,True,negativo
1286,14985,141,458,4,Muito satisfeito com a compra.,2023-11-18,True,positivo
1287,1370,146,2986,3,"Entrega no prazo, produto regular.",2023-04-01,True,neutro
1288,1905,127,2363,4,"Produto excelente, chegou antes do prazo!",2023-11-14,True,positivo
1289,11129,1,1634,5,"Produto excelente, chegou antes do prazo!",2023-04-26,True,positivo
1290,10054,86,1657,4,"Qualidade ótima, recomendo.",2024-08-08,True,positivo
1291,11218,76,2329,4,"Qualidade ótima, recomendo.",2023-06-08,True,positivo
1292,8956,59,465,5,"Produto excelente, chegou antes do prazo!",2024-07-06,True,positivo
1293,10891,5,1864,5,Entrega rápida e produto conforme descrito.,2023-07-29,True,positivo
1294,4560,46,2611,5,Muito satisfeito com a compra.,2023-03-25,True,positivo
1295,4357,170,2632,5,,2023-06-11,False,positivo
1296,14354,182,982,4,"Produto excelente, chegou antes do prazo!",2024-09-19,True,positivo
1297,11942,40,778,1,Qualidade abaixo do esperado.,2023-07-31,True,negativo
1298,10666,94,2331,5,"Qualidade ótima, recomendo.",2024-02-06,True,positivo
1299,10921,77,1895,3,,2023-06-16,False,neutro
1300,13907,46,1765,3,,2023-05-14,False,neutro
1301,1291,18,528,1,,2023-04-17,False,negativo
1302,12436,68,728,5,Superou minhas expectativas!,2023-12-04,True,positivo
1303,968,190,2711,4,,2024-05-08,False,positivo
1304,4634,195,420,2,Produto veio com defeito.,2023-04-10,True,negativo
1305,607,139,1264,5,Muito satisfeito com a compra.,2024-03-11,True,positivo
1306,1484,29,34,5,Superou minhas expectativas!,2023-09-15,True,positivo
1307,8775,37,239,1,,2024-01-31,False,negativo
1308,2437,179,1867,1,Demorou muito para chegar.,2024-12-09,True,negativo
1309,1927,77,2026,2,Demorou muito para chegar.,2024-10-14,True,negativo
1310,13784,123,2911,5,"Produto excelente, chegou antes do prazo!",2024-12-26,True,positivo
1311,9632,41,1816,5,"Produto excelente, chegou antes do prazo!",2023-09-01,True,positivo
1312,12515,76,2003,5,Muito satisfeito com a compra.,2023-10-27,True,positivo
1313,4570,63,1557,2,Demorou muito para chegar.,2024-05-15,True,negativo
1314,13257,103,355,5,,2024-01-10,False,positivo
1315,4959,143,1580,5,"Produto excelente, chegou antes do prazo!",2024-03-15,True,positivo
1316,9201,130,1987,3,,2023-12-30,False,neutro
1317,6558,59,2960,1,Qualidade abaixo do esperado.,2024-05-28,True,negativo
1318,7660,42,1544,5,Muito satisfeito com a compra.,2023-05-17,True,positivo
1319,2623,105,2728,4,Superou minhas expectativas!,2024-07-04,True,positivo
1320,3104,122,869,2,"Não recomendo, péssima experiência.",2024-10-24,True,negativo
1321,3847,140,1838,3,"Nada de especial, mas funciona.",2024-01-18,True,neutro
1322,2333,49,534,5,,2023-09-21,False,positivo
1323,9282,2,1780,1,Qualidade abaixo do esperado.,2024-10-15,True,negativo
1324,4831,20,1045,5,Entrega rápida e produto conforme descrito.,2023-10-28,True,positivo
1325,1648,172,838,5,Entrega rápida e produto conforme descrito.,2023-02-06,True,positivo
1326,5956,161,1938,2,Demorou muito para chegar.,2024-06-07,True,negativo
1327,10845,182,1629,5,,2023-12-07,False,positivo
1328,2271,35,2925,4,Muito satisfeito com a compra.,2023-05-11,True,positivo
1329,8780,99,1005,2,,2023-09-02,False,negativo
1330,9532,65,125,1,Veio diferente do anunciado.,2024-02-01,True,negativo
1331,12969,192,184,2,"Não recomendo, péssima experiência.",2023-07-20,True,negativo
1332,7140,53,1803,5,"Produto excelente, chegou antes do prazo!",2024-12-29,True,positivo
1333,1778,45,187,5,Entrega rápida e produto conforme descrito.,2023-10-12,True,positivo
1334,869,72,1182,3,"Produto ok, dentro do esperado.",2023-01-12,True,neutro
1335,10777,128,1710,5,"Produto excelente, chegou antes do prazo!",2023-05-27,True,positivo
1336,930,158,1508,3,"Produto ok, dentro do esperado.",2024-06-10,True,neutro
1337,9429,92,2461,5,"Qualidade ótima, recomendo.",2023-12-18,True,positivo
1338,8734,16,491,4,,2023-04-27,False,positivo
1339,44,17,2163,3,,2023-09-06,False,neutro
1340,1450,185,1774,5,"Produto excelente, chegou antes do prazo!",2024-07-15,True,positivo
1341,6076,49,1776,4,"Produto excelente, chegou antes do prazo!",2023-08-11,True,positivo
1342,7826,147,2902,3,,2024-06-08,False,neutro
1343,460,192,1985,4,Muito satisfeito com a compra.,2023-04-09,True,positivo
1344,4521,151,1087,5,Muito satisfeito com a compra.,2024-05-25,True,positivo
1345,8006,62,1254,2,Produto veio com defeito.,2023-05-19,True,negativo
1346,2666,35,1049,2,,2024-05-30,False,negativo
1347,12135,2,577,4,Entrega rápida e produto conforme descrito.,2023-12-07,True,positivo
1348,5049,59,1666,5,Superou minhas expectativas!,2024-12-11,True,positivo
1349,5649,134,1445,4,Muito satisfeito com a compra.,2024-05-29,True,positivo
1350,12509,162,2271,5,"Produto excelente, chegou antes do prazo!",2023-11-20,True,positivo
1351,11917,125,87,4,Entrega rápida e produto conforme descrito.,2024-03-09,True,positivo
1352,3649,182,1200,1,Produto veio com defeito.,2024-08-02,True,negativo
1353,1485,156,1522,1,Veio diferente do anunciado.,2023-01-27,True,negativo
1354,8586,26,1724,1,,2023-12-17,False,negativo
1355,4892,159,870,1,Veio diferente do anunciado.,2023-10-20,True,negativo
1356,8041,54,1539,2,"Não recomendo, péssima experiência.",2023-11-10,True,negativo
1357,3818,171,554,4,"Produto excelente, chegou antes do prazo!",2024-09-24,True,positivo
1358,10354,133,14,1,Qualidade abaixo do esperado.,2023-09-02,True,negativo
1359,7581,8,2244,3,,2024-03-03,False,neutro
1360,2442,86,649,5,,2024-02-05,False,positivo
1361,1350,26,2034,5,"Qualidade ótima, recomendo.",2023-09-06,True,positivo
1362,3803,176,1976,5,"Produto excelente, chegou antes do prazo!",2024-08-07,True,positivo
1363,5507,133,1043,1,Veio diferente do anunciado.,2024-03-02,True,negativo
1364,10350,108,493,5,Superou minhas expectativas!,2024-10-18,True,positivo
1365,2034,77,925,5,,2023-11-27,False,positivo
1366,8528,92,1597,3,"Entrega no prazo, produto regular.",2023-03-25,True,neutro
1367,423,14,2347,2,Qualidade abaixo do esperado.,2024-10-11,True,negativo
1368,14453,69,832,4,Muito satisfeito com a compra.,2024-01-23,True,positivo
1369,3779,60,1450,1,,2023-04-21,False,negativo
1370,1880,155,656,2,"Não recomendo, péssima experiência.",2023-08-28,True,negativo
1371,8276,183,1784,3,,2024-11-20,False,neutro
1372,9639,80,1341,2,Demorou muito para chegar.,2024-07-13,True,negativo
1373,4097,44,144,3,,2023-12-30,False,neutro
1374,8309,144,1546,4,Entrega rápida e produto conforme descrito.,2023-12-22,True,positivo
1375,10240,78,789,5,"Qualidade ótima, recomendo.",2024-01-30,True,positivo
1376,7903,69,821,4,Muito satisfeito com a compra.,2023-03-26,True,positivo
1377,13422,150,2879,1,"Não recomendo, péssima experiência.",2023-09-26,True,negativo
1378,12416,59,1364,2,Qualidade abaixo do esperado.,2024-09-13,True,negativo
1379,13284,163,2593,4,Muito satisfeito com a compra.,2023-11-06,True,positivo
1380,5831,149,472,2,Veio diferente do anunciado.,2023-07-05,True,negativo
1381,11949,190,364,3,"Entrega no prazo, produto regular.",2024-12-31,True,neutro
1382,6074,56,2456,5,Muito satisfeito com a compra.,2024-06-12,True,positivo
1383,4696,89,1137,1,,2024-03-05,False,negativo
1384,13984,92,1095,5,Muito satisfeito com a compra.,2024-10-06,True,positivo
1385,8080,10,2258,3,"Entrega no prazo, produto regular.",2024-12-31,True,neutro
1386,6586,32,388,5,Muito satisfeito com a compra.,2023-12-27,True,positivo
1387,10574,139,167,5,Entrega rápida e produto conforme descrito.,2024-02-14,True,positivo
1388,1737,117,2073,5,"Qualidade ótima, recomendo.",2024-12-27,True,positivo
1389,12137,31,715,5,Muito satisfeito com a compra.,2023-09-28,True,positivo
1390,1551,121,2460,4,Entrega rápida e produto conforme descrito.,2024-09-19,True,positivo
1391,7242,22,2012,2,Produto veio com defeito.,2024-09-03,True,negativo
1392,8946,187,2713,5,Entrega rápida e produto conforme descrito.,2023-07-16,True,positivo
